source_url,match_type,local_source,output_path,post_slug,notes
https://static.wixstatic.com/media/ebf3d7_d0085d9454ab4dc38b0826956afe9ec3~mv2_d_1600_1200_s_2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/west-linn-in-snow-1.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2002-trip-1/leaving-on-a-jet-plane/west-linn-in-snow-1.jpg,leaving-on-a-jet-plane,
https://static.wixstatic.com/media/ebf3d7_d0085d9454ab4dc38b0826956afe9ec3~mv2_d_1600_1200_s_2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/west-linn-in-snow-1.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2002-trip-1/leaving-on-a-jet-plane/west-linn-in-snow-1.jpg,leaving-on-a-jet-plane,
https://static.wixstatic.com/media/ebf3d7_54a9b1dde6fd40f38859a358b36440e3~mv2_d_1600_1200_s_2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/sydney-again-010.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2002-trip-2/sydney-and-getting-there/sydney-again-010.jpg,sydney-and-getting-there,
https://static.wixstatic.com/media/ebf3d7_f198db49b95e4af7af1cb8f2c5adfd68~mv2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/sydney80.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2002-trip-2/sydney-and-getting-there/sydney80.jpg,sydney-and-getting-there,
https://static.wixstatic.com/media/ebf3d7_35a9dd254bd541b5bc9c00021ce8d836~mv2_d_1600_1200_s_2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/weeroona-cottage-016.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2002-trip-2/sydney-and-getting-there/weeroona-cottage-016.jpg,sydney-and-getting-there,
https://static.wixstatic.com/media/ebf3d7_3465032cdc154642b49b330f28751ee6~mv2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/sydney-again-003.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2002-trip-2/sydney-and-getting-there/sydney-again-003.jpg,sydney-and-getting-there,
https://static.wixstatic.com/media/ebf3d7_8dffb8e967c64cb1817a63bdaef3de88~mv2_d_1600_1200_s_2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/sydney-again-006.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2002-trip-2/sydney-and-getting-there/sydney-again-006.jpg,sydney-and-getting-there,
https://static.wixstatic.com/media/ebf3d7_5bf3ab35e38b47f1849b9f2bde7b4f16~mv2_d_1600_1200_s_2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/sydney-again-029.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2002-trip-2/sydney-and-getting-there/sydney-again-029.jpg,sydney-and-getting-there,
https://static.wixstatic.com/media/ebf3d7_63f70408c96e416cb2a2595a4e23c66d~mv2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/sydney-again-036.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2002-trip-2/sydney-and-getting-there/sydney-again-036.jpg,sydney-and-getting-there,
https://static.wixstatic.com/media/ebf3d7_f76541fff83b4a58a1cafd24523f2d21~mv2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/86332-c579f38c54-b.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2009/leaving-sydney/86332-c579f38c54-b.jpg,leaving-sydney,
https://static.wixstatic.com/media/ebf3d7_f76541fff83b4a58a1cafd24523f2d21~mv2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/86332-c579f38c54-b.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2009/leaving-sydney/86332-c579f38c54-b.jpg,leaving-sydney,
https://static.wixstatic.com/media/ebf3d7_5e30de718dc84335b4b9cd9ee7d4d7c1~mv2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/thumb-1321.jpg,/Users/nick/dev/Elseyworld/content/blog/australia-2009/leaving-sydney/thumb-1321.jpg,leaving-sydney,
https://static.wixstatic.com/media/f14443_319620241c754507adcda4e45496ba93~mv2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/age-discrimination-landscape.jpg,/Users/nick/dev/Elseyworld/content/articles/business/an-age-old-issue/age-discrimination-landscape.jpg,an-age-old-issue,
https://static.wixstatic.com/media/f14443_ad1120a1e6ef4286ac316dd1d5676579~mv2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/age-discrimination-cover.jpg,/Users/nick/dev/Elseyworld/content/articles/business/an-age-old-issue/age-discrimination-cover.jpg,an-age-old-issue,
https://static.wixstatic.com/media/f14443_58ab83e96c7d461489dd2a6235c05853~mv2.jpg,local_match,/Users/nick/dev/elseyworld-static/media/image/5-things-cover.jpg,/Users/nick/dev/Elseyworld/content/articles/careers/5-things-you-shouldn-t-say-at-work/5-things-cover.jpg,5-things-you-shouldn-t-say-at-work,
